scientist_id,name
A5078302741,Claudio Franceschi
A5100409741,Jia Liu
A5101593329,Dan Wang
A5110753019,Сонг
A5004111432,Elisa de Stanchina
A5005421447,Yi Yang
A5011270757,G. Ghibaudo
A5012301204,Daron Acemoğlu
A5015491870,W. N. Brandt
A5024691153,U. Husemann
A5045306853,Wang Lin Jun
A5059176055,Trisha Greenhalgh
A5068732370,I. Marchesini
A5075830877,Ernesto Damiani
A5078488491,Team DFTB
A5079141410,John B. Wainewright
A5098828115,Woods Poole
A5100356864,Zhihua Wang
A5100638388,Jialiang Zhang
A5100651695,F Yin
A5101889487,T. Sculac
A5107369553,I. Mandić
A5107832166,J.P. Martin
A5000097537,Ali Chamas
A5002151074,Arthur A.M. Wilde
A5010041931,Salim S. Virani
A5014201244,Seong-Won Kim
A5029578725,James F. Leckman
A5036175953,Allen G. Oliver
A5037284987,Se‐Kwon Kim
A5039103696,Ranu Jung
A5041366168,Sara Seager
A5046972409,Christer Janson
A5054667122,Alois Fürstner
A5054680242,Edward H. Sargent
A5058616965,Yoshinori Haga
A5062364388,Marcus Tullius Cıcero
A5065618928,Ralph N. Martins
A5066565101,Mitsuo Shimada
A5069636788,Andrea Baccarelli
A5072395738,K. C. Chambers
A5073395806,Peter Neuenschwander
A5077818118,Rolf Müller
A5100363845,A. Kumar
A5100629721,M. De Palma
A5100745020,Boxue Du
A5108040077,C. D. Burgard
A5001323391,L. Uplegger
A5006474716,Deirdre Ward
A5019286517,Xiao Cheng Zeng
A5021425942,Carlo Caltagirone
A5026069507,Regine Herbst‐Irmer
A5034778119,J. S. Halekas
A5037754552,Cheng‐Li Lin
A5049584421,Haiyan Liu
A5052637717,Hiroshi Kato
A5066527875,Amos B. Smith
A5066819954,Angela D. Friederici
A5074839699,Michael J. Collins
A5077157549,Y. C. Zhu
A5078312966,Andrew M. Scott
A5100426136,Pengfei Zhang
A5110391713,David Slaney
A5000776451,Peter W.F. Wilson
A5001581959,Keller Scholl
A5006412769,Sang Hoon Ahn
A5018723032,Dallas R. English
A5018929942,N. Noda
A5026031312,Yoshinobu Onuma
A5026088869,Walter J. Curran
A5037228977,Thomas Carlyle
A5046772202,Alessandro M. Vannucchi
A5047681000,Marcus Mall
A5055543220,Glyn Lewis
A5064347032,Khalil A. Abboud
A5065448025,G. Krintiras
A5066153541,D. B. Fox
A5066518317,Francesco Bertoni
A5074510664,Joseph T. Hupp
A5074907172,김동원
A5085717372,Maria Forsyth
A5088823361,Alexander Hepp
A5009503265,L. Galbany
A5013320839,A. Haungs
A5014791457,Stefaan Poedts
A5018531683,Peter M. Rothwell
A5019346398,B. Sbarufatti
A5020095047,Amy S. Paller
A5040743356,Ronald J. A. Wanders
A5051074384,O. Pavlyuk
A5065913565,M. Tavani
A5074873573,Petr Baldrian
A5076135264,Helmut E. Meyer
A5091103447,Ali H. Sayed
A5112621605,Wang
A5008248119,최진호
A5016008616,Tobias Banaschewski
A5019053015,Rossana Berardi
A5019876508,Martin Bendszus
A5020670867,David S. Celermajer
A5028402362,杨华
A5042326806,Manuel De la Sen
A5050469978,Roya Kelishadi
A5055709520,Luı́s de Lecea
A5060261254,Mariano Lambea
A5065914659,Andrew J. Pollard
A5067374015,S. De Capua
A5070878014,R. Miller
A5107913208,S. Marcellini
A5112620851,Wang
A5114374007,A. Bożek
A5003749471,Genda Gu
A5006676797,Masaru Hori
A5007992050,이종태
A5010636987,Isidró Ferrer
A5011094779,Patrick Judge
A5017026118,Christopher Glidewell
A5018222031,Eyal Sheiner
A5024165306,E. Costa
A5026204685,X. C. Lou
A5038901876,Steve Kohut
A5048131213,Barry J. Maron
A5053275390,Heiner Boeing
A5071478982,Ichizo Nishino
A5073041790,Takao Suzuki
A5089779163,Elaine S. Jaffe
A5100357719,Tao Chen
A5100666554,Yang Xiang
A5100754107,Chang Gyu Park
A5103810086,F. C. Birkbeck Terry
A5104094400,John C. Reed
A5110754086,Cui 
A5000781076,Lawrence G. Lenke
A5001472781,Antonín Dvořák
A5007579054,Patrick Neven
A5012195474,Azzedine Boukerche
A5014452233,P.W. Crous
A5026728831,Norio Ozaki
A5032754495,Werner Uhl
A5033836433,김민지
A5035402935,N. J. Fisch
A5039099345,Dick Harrison
A5042081526,Y. Tokura
A5043195417,王岩
A5044178604,Christopher Asaro
A5050215401,Giampaolo Tortora
A5067137018,Talha Burki
A5077463560,Geoffrey N. Hendy
A5100750974,Yue Hao
A5000879635,Bart Barlogie
A5009770702,Dennis S. Bernstein
A5016233543,Ruth J. F. Loos
A5016475369,Charles Swanton
A5017571758,Stafford L. Lightman
A5019612552,Richard E. P. Winpenny
A5034999945,Christos Davatzikos
A5042044329,Ziad A. Memish
A5043316802,Yang‐Kook Sun
A5043356846,Vivian Wing‐Wah Yam
A5055827474,Manos M. Tentzeris
A5058252389,Giuseppe Caire
A5062076820,Timothy R. Billiar
A5085036036,Guang‐Zhong Yang
A5107838835,C. Ferretti
A5107869293,Xin
A5107971462,K. Klein
A5110579312,Array
A5113501345,J. Erö
A5010394744,I Boncz
A5033543687,Eli Ruckenstein
A5038984650,Hiroshi Sugiyama
A5048821605,Masayuki Yoshikawa
A5059458078,M. Yamauchi
A5070935465,Juan M. Corchado
A5072431554,Ronald R. Yager
A5078421218,Rafael Luque
A5078865559,K. Hurley
A5086640409,Brittney Gorman
A5089818289,Pierre Laurent‐Puig
A5090561307,Sean Najmi
A5090814788,L. Anderlini
A5095885833,Inventaire National Du Patrimoine Naturel
A5100661647,Mehmet Akkurt
A5110754119,Di
A5110833344,Seiichi Moriya
A5003030575,Carlo Selmi
A5003736629,Hans De Witte
A5018139001,Mario Boccadoro
A5018363328,Ching‐Hon Pui
A5020453607,Peter Hoskin
A5027346868,Martin Pumera
A5037324160,Xianhui Bu
A5039789130,Ran Kornowski
A5044445973,Р. З. Валиев
A5046457972,F. E. Maas
A5053030953,Jack Delano
A5063466009,A. Juodagalvis
A5069938756,Joseph E. Schwartz
A5085419193,Achim Marx
A5088986458,Ko Okumura
A5090027115,Georg F. Hoffmann
A5112782368,Deepak Kamat
A5000204204,Lillian L. Siu
A5004487731,Francesco Blasi
A5004801541,Lina Badimón
A5010979417,V. Bertolasi
A5037964830,Ivan Bièche
A5038248146,Andrew Berchuck
A5045942388,Osamu Tanaka
A5053550707,Lutz Ackermann
A5058461397,G. D. Reeves
A5061726857,Patrick M. Bossuyt
A5065538405,Glade Dlott
A5069072922,Tetsuya Kawanishi
A5074352466,T. Hara
A5076354759,John Locke
A5080443876,P. Capiluppi
A5083333223,Angelo M. De Marzo
A5083839456,Hossein A. Ghofrani
A5112358995,Félix Mendelssohn-Bartholdy
A5000294851,Joachim Kusz
A5002144411,D. Timmerman
A5006228310,Chunhai Fan
A5010028928,Shrikanth Narayanan
A5010090774,R. McDonald
A5024068935,Makoto Shimizu
A5026556975,P. Buchholz
A5026689191,F. Steglich
A5036776649,M. Greco
A5043560039,L. Longo
A5064118768,Jorma Viikari
A5065693067,Mietek Jaroniec
A5080451836,김진욱
A5087626511,Anders M. Dale
A5088865204,John F. Hartwig
A5100447801,Wenjun Zhang
A5107860361,P. Checchia
A5107884606,M. Maggi
A5108056220,L. Guiducci
A5015396908,Steven M. Larson
A5018143125,Zhigang Zou
A5020289692,Paul A. Friedman
A5031027645,Eleni Christofa
A5035904189,Dean P. Jones
A5045763456,Lambertus A. Kiemeney
A5053527063,Dale E. Chimenti
A5064622518,F. Pepe
A5064684328,Maurice Ravel
A5073970583,Síbel A. Özkan
A5076611748,Martha Q. Lacy
A5080121034,Stefano Passerini
A5083236344,Émile Poulat
A5086343918,Hiroaki Nakamura
A5100694718,Jun Lin
A5111389645,Xue
A5015775002,A. Rose
A5023888355,Hiroshi Funakubo
A5030477185,Lieven Verschaffel
A5042763205,David Baltimore
A5045312004,Janusz Pawliszyn
A5049765310,Roberto M. Lang
A5066830185,Daniela Rus
A5070269405,Joseph Biederman
A5073471236,Matthias Blüher
A5083417336,N. Prakongkep
A5086644570,Mototsugu Oya
A5089334540,A. Fujimori
A5100353939,Xin Li
A5100414049,Ying Li
A5114378073,M. Cipriani
A5001858889,M. S. Briggs
A5004538115,John Blangero
A5004776448,Álvaro Alonso
A5019551372,David Lloyd
A5030587345,Noboru Yamamoto
A5044745974,Michael S. Engel
A5045617018,Min Hu
A5046268079,René Dussaud
A5047133596,William J. Weber
A5051948022,Jill S. Barnholtz‐Sloan
A5055392684,G. Carboni
A5057375796,John Hammond
A5062315921,N. Costedoat‐Chalumeau
A5063192431,Hisashi Yamanaka
A5063716572,Nicola Luigi Bragazzi
A5066436685,Yavin Shaham
A5068766098,R. Nakamura
A5087016011,Jaime A. Teixeira da Silva
A5100373179,Timothy C. Wang
A5100452129,Xiaoming Li
A5107974907,E. J. Tonelli Manganote
A5003826371,Ravi Salgia
A5003890903,David M. Goldenberg
A5006620531,Adam Freeman
A5008010808,Wendell L. Morrill
A5016817677,Rodney J. Scott
A5017684908,Эдуард Б. Русанов
A5023320363,Gerasimos Filippatos
A5028837066,Manish Suneja
A5047897878,Luiz Paulo Kowalski
A5069018938,Ali Guermazi
A5072712459,Amit M. Oza
A5074352196,Leslie Shor
A5087737186,David J. Greenblatt
A5089505905,Yoshifumi Naka
A5100318524,Qian Liu
A5100459904,Xiaoping Wang
A5100661544,A. De Roeck
A5100716476,Hung T. Nguyen
A5107636010,Piero Pavone
A5110327882,F. Siddiqi
A5007306839,Tomas Vetrovsky
A5007484138,Vincenzo Di Marzo
A5011013044,Philip A. Gale
A5011602943,B. Dey
A5012791912,Albert van den Berg
A5014567012,Rogério Pereira Bastos
A5028397634,Ruben Lopez Mondejar
A5030573483,Josep María Haro
A5030692700,Zander Human
A5031310463,Charles G. Drake
A5033011242,S. Özkorucuklu
A5034692816,Antonio M. Echavarren
A5047280091,Leslie Bernstein
A5059203621,修 橋本
A5060822854,M. Lavelle
A5067381833,H. Oroz Zabaleta
A5073129301,Jens Overgaard
A5078303945,Philip J. Withers
A5080213784,Frank Würthner
A5088461558,Shu‐Jiang Tu
A5090236371,Takashi Takahashi
A5100400668,Weihua Li
A5100765099,Sung Soo Park
A5101443854,R. E. Arvidson
A5101452984,Can‐Zhong Lu
A5104070676,Michael J. Kuhar
A5109012027,Joseph S. Alpert
A5023534305,Baha M. Sibai
A5024203094,Ian Macdonald
A5029930183,Tooru Shimosegawa
A5034035272,Mario Scartozzi
A5038585229,D. Berry
A5052493502,Article Editorial
A5056326170,Oscar H. Franco
A5061652194,Neil Pearce
A5061870416,Felix W. Landerer
A5062695018,이동규
A5068578690,Marvin L. Cohen
A5076062731,Eco J. C. de Geus
A5076181284,Shigeo Yoshida
A5077692655,Alfred O. Hero
A5085758009,Irene J Higginson
A5090236062,Miguel A. Esteruelas
A5012328768,Christopher G. Maher
A5019324032,J. A. Raine
A5026255560,A. S. McEwen
A5028388949,Carsten Müller‐Tidow
A5029281652,Eunji Lee
A5034601961,Déborah Carvalho Malta
A5066170542,M. Destefanis
A5066308890,Albert Beckers
A5069489687,Christian Koeberl
A5070117989,P. Wagner
A5071868716,Holger J. Schünemann
A5100391664,Wei Wang
A5111387626,Fu
A5111455375,H. H. Williams
A5114374188,S. Tapia Araya
A5114375920,K. Gregersen
A5001192345,Nicolás Roche
A5007470779,James H. Clark
A5008642709,William M. Mendenhall
A5009121934,LightMart
A5010567856,J. Narayan
A5025073569,Stefan Schouten
A5033716671,Daniel Birnbaum
A5041462222,J.F. Hunt
A5043554307,Robert G. Uzzo
A5052944794,Robert B. Wallace
A5057932551,Pamela S. Douglas
A5058433895,Ruben C. Gur
A5066384461,William T. Abraham
A5066389630,Josep Maria Mata Perelló
A5067856098,刘丹
A5068368047,Timothy A. Yap
A5070449982,Jorge Frank
A5083188024,A. A. P. Suaide
A5085947549,Jacqueline Rohrer
A5100413485,Ji‐Hyun Lee
A5107390535,A. Schwartzman
A5109028812,Wang
A5109298761,Yi
A5113656934,Chin
A5012694886,Freddie C. Hamdy
A5014345992,Xu Li
A5053541193,J. E. P. Connerney
A5054484005,João F. Mano
A5062188361,Leonard J. Barbour
A5063560944,Z. Demiragli
A5070459281,J. J. Lane
A5072927296,Giovanni De Micheli
A5074891676,Tanios Bekaii‐Saab
A5100669056,Xinquan Zhao
A5100711989,Young Moo Lee
A5100734050,J. Carvalho
A5102715357,K. Borras
A5103341471,David H. Sharp
A5106308035,N. B. Sinev
A5107824995,G. Anagnostou
A5004765678,M. Murray
A5008718116,Jerome Ritz
A5010800024,Kristof Van Hecke
A5013285482,B. Osculati
A5016891969,박영진
A5018026646,Marco Sgarbi
A5018239255,Kāri Stefánsson
A5024387190,L. Bryngemark
A5027215336,Etienne Sibille
A5028265360,Klaus F. Rabe
A5029634322,Lester Andrews
A5033391672,W. J. Fawcett
A5037101782,Christopher E. Anson
A5047177507,Jeffrey S. Weber
A5066401880,Manoel Jacobsen Teixeira
A5069736269,김상범
A5070124449,Juhani Knuuti
A5087460181,María Isabel Colado
A5090344349,Jörg M. Fegert
A5005660358,Chia‐Hung Kao
A5010715704,Оleg G. Sinyashin
A5011410423,Ming Liu
A5017419671,A. A. Korol
A5040131690,Rick Danheiser
A5041457895,Galen D. Stucky
A5054760108,Kurunthachalam Kannan
A5055659331,K. Nakamura
A5079870890,Larry H. Hollier
A5079959622,Paul Muntner
A5100370328,Jian Wang
A5002307918,B. Saitta
A5025017022,Bert Brunekreef
A5028462736,陈新
A5030856145,B. Neumüller
A5037065857,Ivo Krummenacher
A5038515699,D. Caforio
A5061875904,J. Cernicharo
A5070353003,Daniel Gros
A5079529536,H.S. Yathirajan
A5091639078,Simon Wessely
A5105268548,M. V. Chizhov
A5107853431,C. Hensel
A5110903861,George Biddell Airy
A5112031220,Cai
A5112749943,V. Raghavan
A5033784491,W. Davey
A5049582015,Akira Kobayashi
A5049912939,Freddie H. Fu
A5052521904,王 暁燕
A5053222658,Luigi Cavallo
A5058626636,J. Strube
A5059219836,Nicholas J. Vogelzang
A5059367989,Giuseppe Tonini
A5001795846,Reisa A. Sperling
A5004036928,David C. Montefiori
A5011985445,Janet Rossant
A5013275024,A. Castro
A5022063365,Giuseppe Giaccone
A5027984186,Yuichi Sugiyama
A5029825214,Leonard A. Jason
A5038765089,John F. Fraser
A5040400286,Francis E. Marchlinski
A5046609359,И. Г. Митрофанов
A5054223786,Hao Zhang
A5056156632,Y. Abulaiti
A5057422995,Lanjuan Li
A5059010578,A. Apyan
A5061355571,César G. Victora
A5062162459,Stanislav N. Gorb
A5062211930,Amir Hussain
A5066559586,Jason C Woodworth
A5067290638,김승호
A5080759041,P. Picozza
A5100704837,Jong Eun Lee
A5114259094, Sun
A5030140832,Hans‐Wolfram Lerner
A5039017673,J.S. Elborn
A5053704070,Tomoyuki Akutagawa
A5060095007,Michael McDermott
A5071325465,E. Bozzo
A5074350771,J.D. Kennedy
A5079346398,R. Miquel
A5087245822,P. Seema
A5089171072,Paul Hofman
A5089479056,William J. Evans
A5100362745,Yao Zhao
A5100384245,Zhenan Bao
A5100608680,Philip G. Conaghan
A5104507531,G. Daskalakis
A5107865086,R. Salerno
A5108456028,Murray S. Blum
A5007187024,Hom‐Lay Wang
A5008161261,Stefano Zaffagnini
A5009828717,Leandro Juen
A5017914811,Richard R. Schmidt
A5027445238,Zhu Tao
A5028209738,Josef Kittler
A5031490587,Paul B. Fisher
A5031704402,Kathryn A. Cunningham
A5035533358,David Horton
A5047482798,R. Michael Rich
A5049003157,Wilfried Vandervorst
A5064433832,Ronald G. Crystal
A5079690554,U. Gembruch
A5081616873,Edward Walter Hamilton
A5082310752,G Yeo
A5100420388,Hong Chen
A5100671232,Yimei Zhu
A5105523623,R. Schwierz
A5107499620,F. García
A5028862176,Norihiro Kokudo
A5033005163,Rodney C. Ewing
A5036283255,Erin D. Michos
A5040458333,Norbert W. Mitzel
A5045797751,Xin‐Yuan Guan
A5052453881,Kenneth M. Yamada
A5064321959,Philip Hans Franses
A5074815814,Marc J. Gunter
A5082226881,Pei Pei
A5085640753,Anthony K. Cheetham
A5100407852,Wei Xu
A5100414156,Ying Li
A5107948752,A. Lanaro
A5110146284,Mitch Leslie
A5113633626,Augusto D. Pichard
A5002468615,Christoph J. Brabec
A5007891817,Bertram Wiedenmann
A5015265527,Andreas D. Wieck
A5019556057,Aik Choon Tan
A5028201055,Wolff‐Michael Roth
A5047496278,Brian M. Wolpin
A5047722409,Michael R. Hayden
A5048563759,Jonathan M. White
A5048997124,Alan H. Jobe
A5051980640,Roberto Manfredi
A5052825834,Paul Greengard
A5054067653,Samuel F. Berkovic
A5056753239,Chi‐Huey Wong
A5059214139,김미선
A5060959458,Guido Marcucci
A5061864794,Hiroyuki Arai
A5069195280,Hiroshi Wada
A5070356672,Chao Yang
A5071901012,Liu Jian Hua
A5073467702,Koenraad Devriendt
A5073553496,Yoshiki Chujo
A5080359871,Javier Escaned
A5080480287,L. Heelan
A5087965283,Glenda M. Yenni
A5088924932,Simon C. Watkins
A5100367389,Gang Wang
A5100380841,Hae‐Sim Park
A5101818455,J. Buchanan
A5102100621,Hideo Kobayashi
A5107857165,A. Panagiotou
A5108003114,F. Torres Da Silva De Araujo
A5003086136,Charles Darwin
A5008269852,Patrick Wheeler
A5008317354,Daniel Pauly
A5013081933,Jordi Salas‐Salvadó
A5017972169,이유진
A5020068159,Graham J. Hutchings
A5024587522,H. Garschägen
A5027127519,Jianliang Zhang
A5033321689,Philippe Amouyel
A5041774573,E. Coniavitis
A5055348625,Masayoshi Esashi
A5063449536,Alan W. Partin
A5064602090,Amy Sims
A5069316397,Paul Fockens
A5079549558,S. J. Bolton
A5085560065,Peter Fischer
A5087646992,Karl Zilles
A5100438185,Pengtao Ma
A5107868663,M. Kadastik
A5108099943,박종철
A5008066734,Miguel Srougi
A5011918079,Karsten Meyer
A5014123016,Wanderley de Souza
A5015013868,Terence J. O’Brien
A5015564784,S. Dash
A5019958094,Sebastian Dechert
A5022237789,Jack Cuzick
A5022773009,E. Brücken
A5023998451,Richard W. Foltin
A5024854763,최윤정
A5029146939,S. Ha
A5031220156,Guoyin Wang
A5037175766,S. Manzoni
A5039286027,Tobias Rüffer
A5047293181,Edmund Husserl
A5049672639,Bernard Escudier
A5050035940,김지수
A5067054634,Donald Küfe
A5067302152,Raffaele De Caterina
A5079600079,Alexandre Mebazaa
A5083469386,Noga Alon
A5100371744,Zhong‐Qun Tian
A5100450146,Jun Chen
A5101436764,Ken‐ichi Shimizu
A5105840019,T. Chwalek
A5108015276,A. Baty
A5000527429,L. Köpke
A5001767521,Valérie Cormier‐Daire
A5004814459,Darell D. Bigner
A5006621343,Xiao‐Feng Wu
A5024401076,Byung-Ho Lee
A5028204221,Yvan Vandenplas
A5042370486,D. Ryckbosch
A5050765639,M. Henini
A5058193339,Peter Weber
A5079084775,Michael Forsting
A5081342182,Rade Tomic
A5083221636,Vincenzo Barone
A5087521827,L. Dobrzyński
A5089357693,Mathias Noltemeyer
A5094304841,Franz Stückle
A5100459168,Zheng Zhang
A5109338771,CHERYL HOGUE
A5000483058,Thilo Hackert
A5010111608,Thomas F. George
A5014256354,Akihiko Kondo
A5023219361,Wei Zhou
A5024070838,Fritz Vögtle
A5034101869,Peter Elsner
A5036294770,Christine B. Ambrosone
A5036652783,Andrew Adamatzky
A5037592709,Kazuo Kimura
A5041294394,Huangbao Li
A5049055281,Douglas F. Easton
A5050718028,T. Novák
A5050834286,Riccardo Autorino
A5068055706,Roderic Page
A5069190968,Scott M. Lippman
A5071039477,John H. Krystal
A5074046848,박재홍
A5100458442,Jinlong Yang
A5100717430,P. Di Nezza
A5100751779,Jean-Roch Vlimant
A5012550681,Ken Shirabe
A5020280515,Takehiko Mori
A5020706311,Stuart A. Rice
A5025584661,Jonathan J. Fortney
A5046121183,Andreas Mandelis
A5082993956,Beth Y. Karlan
A5100345275,Young‐Hoon Kim
A5100719715,Xin Yang
A5100786285,Kwang S. Kim
A5101437805,R. Kunnawalkam Elayavalli
A5107395144,L. Pontecorvo
A5001896607,H.-P. Dembinski
A5011715160,Godfrey D. Pearlson
A5012921360,Vincent W. V. Jaddoe
A5023747159,F. Halzen
A5032076083,Masanori Ozaki
A5038298202,James R. Hébert
A5038854437,Gordon A. Ferns
A5048602543,Peter C. Burns
A5048908501,Russell P. Tracy
A5052943366,Koen Binnemans
A5061345517,Nazario Martı́n
A5074281591,Seung‐Bok Choi
A5078388970,Kazutaka Aonuma
A5086351103,Kwok‐Fai So
A5089283900,Zita Vale
A5100452172,Sang‐Woo Kim
A5100738110,Yingming Yao
A5109833239,Zeng
A5009431453,Robin Foà
A5009975594,Yoshinobu Kanda
A5015559102,Elsaid M. Badawi
A5034428138,Henrik Hargitai
A5037583851,S. Jindariani
A5060837119,이동현
A5061494035,Owen J. Sansom
A5065258380,Adriaan A. Lammertsma
A5080043647,D. A. Howell
A5089355140,Peter V. Giannoudis
A5089404640,Tat‐Seng Chua
A5091065839,Martin Wosnik
A5100345341,Jing Zhang
A5100409146,Cong Wang
A5100434755,Jianhua Zhang
A5113777582,Gao
A5114378134,C. Vázquez Sierra
A5001291873,Shinji Watanabe
A5009162025,Daisuke Hashizume
A5017115736,Lori Wright
A5019647611,W. Krzemień
A5023533946,Kenji Kabashima
A5024739574,Jürgen Becker
A5029011407,M. Date
A5032749984,W. Wegscheider
A5040978000,Derek Abbott
A5050381331,Wolfgang Knoll
A5051264655,Andrew J.S. Coats
A5058219705,Anthony Howell
A5062462205,Andreas Fritsche
A5063615479,Hans‐Peter Hartung
A5073411406,Donald O. Thompson
A5084052209,Dean Karlan
A5091859226,Nathaniel Rothman
A5108410707,James T. Willerson
A5113937856,Fujun Yu
A5005306051,Michael P. Diamond
A5005708838,Jörg Wagler
A5010045470,陈燕
A5020047304,Peter M. Nilsson
A5039550024,J. A. Slavin
A5040115712,Geert Molenberghs
A5046852415,Ashley Grossman
A5048693164,김한수
A5053986007,Alessandra Baumer
A5054848999,Thomas J. Smith
A5056236658,Stanley J. Brodsky
A5063811191,Li Feng Li Feng
A5063928329,Michael Hanfland
A5084516416,S. Bifani
A5090573028,S. Chakrabarti
A5091727687,Andrés Cervantes
A5100343991,Ling Liu
A5100450174,Jun Chen
A5100699993,B. Ali
A5100737313,Chunhui Wang
A5105673175,J. Ellison
A5107843124,Raimund Erbel
A5107900752,B. N. Ratcliff
A5110882995,O Gressner
A5115589669,E. Gurpinar
A5000322092,Khalid Hussain
A5002091607,Shigeki Mori
A5004862239,J. Philip Miller
A5024770234,Lucien Fëbvre
A5028772801,Amit Sheth
A5029731724,Qian Zhang
A5043064522,James L. Januzzi
A5056871681,Stephen J. Pennycook
A5062956409,P. Salvini
A5064381910,Davey L. Jones
A5066103680,Lady Mary Wortley Montagu
A5071471987,Ryosuke Kuroda
A5077943951,R. Sahoo
A5080294318,J. Yelton
A5100377604,Yun Wang
A5100392680,Tong Liu
A5100741429,Lei Zhang
A5108085231,David Bergqvist
A5110237913,Roger J. R. Levesque
A5110304243,Rong Rong
A5004341810,A. Collier Cameron
A5028653272,Richard Burton
A5038281562,Robert S. Hoffman
A5046528941,Nagara Tamaki
A5047519335,María Pérez
A5053603496,Albert J. R. Heck
A5057508716,Corrado Tamburino
A5067050394,Demetrios�� Spandidos
A5068743420,Gian Vincenzo Zuccotti
A5100333320,Li Shen
A5107837425,G. Bolla
A5108065218,A. A. Grillo
A5000141478,Mikael Knip
A5001041177,Orrin Devinsky
A5007992589,Dick F. Swaab
A5008683148,Richard D. Adams
A5016987095,Peter Wriggers
A5021995750,Tao Yang
A5026028224,Minoru Horie
A5031549671,Makoto Watanabe
A5039531795,박종호
A5048633162,R. Paul Ross
A5053221068,Christer B. Aakeröy
A5060241561,Mathias Uhlén
A5069481846,G. Flucke
A5073931088,Xuanhui Qu
A5074250515,D.A. Bradley
A5084812194,Jan Sundquist
A5086899353,Holly Andrews
A5100322938,Yan Wang
A5100363117,Xin Chen
A5113714664,Shi
A5006630321,Bertrand Kiefer
A5008677339,Marion Koopmans
A5015552885,Hugh A. Sampson
A5023430385,W. H. Matthaeus
A5026342545,Barry M. Popkin
A5028650973,Minggui Wang
A5029160541,Didier Pittet
A5031106218,Peter Y. Zavalij
A5031416421,Steven Galetta
A5035198123,이영진
A5037426480,Andreas Lendlein
A5046121603,Koji Yamada
A5046301295,Matteo Fassan
A5046786824,Yutaka Saito
A5053351584,Sergey V. Krivovichev
A5056379080,Moses Elisaf
A5064454551,John A. Gladysz
A5070233463,R. Graham Barr
A5072684058,Bentham Science Publisher Bentham Science Publisher
A5079052203,Khaled B. Letaief
A5082124101,Gang Feng
A5084026079,김동준
A5090320352,Patricia Melín
A5100705496,W. Busza
A5108031513,A. M. Zaǐtsev
A5108054620,M. Xiao
A5114376294,M. Miñano Moya
A5002768560,Elio Amicarelli
A5003712646,Ashwini Nangia
A5008222665,M. Y. Dong
A5024395067,李晶
A5030747987,Joel S. Schuman
A5031184713,Keith M. Godfrey
A5039285826,J. A. Zensus
A5051425820,Christopher C. Thompson
A5056798463,Stijn Vogels
A5057135938,Tebello Nyokong
A5068745437,Per E. Andrén
A5075145005,Eric A.P. Steegers
A5076392384,Paolo Dario
A5078559930,Pla Information
A5079184025,Joachim Eberhardt
A5091435328,Daniel K. Unruh
A5100653142,Tao Wang
A5113106344,M.A. Cancellieri
A5018388032,Walter Klepetko
A5031031537,Salvatore Siena
A5041041439,Şakire Pöğün
A5049986671,Ton J. Cleophas
A5050019336,M. Trovato
A5070195520,Xinghuo Yu
A5071908385,Paulo de Marco Júnior
A5074612242,Laurence Zitvogel
A5077651168,K. Mima
A5078140561,Takashi Yamamoto
A5082252423,Dacheng Li
A5086253195,R. V. Morris
A5087991188,Kay Severin
A5100345712,Yu Li
A5100372378,Bin Wang
A5108097802,Christian Mueller
A5115589370,Jing Zhang
A5007119947,Peter Johnson
A5007886751,Alex Zunger
A5008056885,V. Lipunov
A5010286487,D. A. Williams
A5013368069,Takashi Yamada
A5017861176,Takashi Satö
A5023264448,A. Pathak
A5033789829,M. Shopova
A5036900371,이미경
A5037816826,Adnan H. Siddiqui
A5044173043,Christian Duffin
A5051656604,Richard B. Freeman
A5058550497,Tamar Mitts
A5073862979,Marios Loukas
A5074071322,Rajesh G. Gonnade
A5086859626,M. Franco Sevilla
A5087216742,Tsuyoshi Kawai
A5101726152,Y. X. Song
A5105935813,H. Chihara
A5109364124,André Raymond
A5115588066,S. Bentvelsen
A5008597065,Dominic S. Wright
A5011977904,J. R. Dahn
A5014983956,Gerbrand Ceder
A5016083791,J. C. Scaiano
A5026509039,Fereidoon Shahidi
A5033176490,M. E. Zolensky
A5055310622,Liang Zhang
A5055572174,Valentin N. Parmon
A5058869011,Peter Kopp
A5069155054,N A N A
A5070164056,Tobias J. Kippenberg
A5074756323,Joaquim Bellmunt
A5088974934,Tomislav Friščić
A5100358868,Weiping Liu
A5104343757,Margaret Bowman
A5108135353,Andreas Erhardt
A5003317795,Mathias O. Senge
A5005237164,Kazuhíko Ishihara
A5012880143,Peter Cameron
A5026973450,Xiangyang Li
A5028547482,Maurizio Cutolo
A5035463593,Ingo Nindl
A5044262070,Pedro Marques‐Vidal
A5057261651,이종훈
A5058860895,Daniël Berckmans
A5071891971,Dan Naylor
A5074168686,Chia‐Feng Tsai
A5074179735,U. Rajendra Acharya
A5075507724,Jianping Li
A5100378083,Cheng Yan
A5100396117,Peng Wang
A5100415892,Shuang Li
A5105824993,G. D’amen
A5107851768,F. Rühr
A5111758117,Allen D. Seftel
A5113643060,John Muir
A5006249056,T. Berry
A5012821442,Stijn Blot
A5013846519,Daff
A5016592437,H. J. A. Röttgering
A5020447758,Kristie Oxford
A5032206900,Dehong Hu
A5062687198,Stephen R. Daniels
A5068789733,Mike Clarke
A5070716897,Alex Chow
A5074996561,Hong Chen
